Phrase,Cerebro IQ Score,Search_volume,Competing Products,CPR 8-Day Giveaways,Sponsored ASINs,Amazon Recommended,Sponsored,Organic,Amazon Recommended Rank,Sponsored_rank,Organic_rank
baby pool plastic,1209,2417,2000,56,433,0,1,0,-,28,-
swimming pool plastic,56,561,10000,16,612,0,1,0,-,26,-
plastic swimming pool for kids,1542,7709,5000,152,603,0,1,0,-,58,-
portable swimming pool for kids,369,369,1000,8,588,0,1,0,-,48,-
bear canister,44777,16702,373,288,238,0,0,1,-,-,154
puppy pens indoor outdoor,4811,1347,280,32,314,0,1,0,-,64,-
catnip bags for cats,630,494,784,8,290,0,1,0,-,35,-
small dog clothes for girls,153,306,2000,8,408,0,1,0,-,75,-
dog clothes for large dogs girl,476,951,2000,24,350,0,1,0,-,26,-
dog clothes for medium dogs girl,255,2552,10000,80,351,0,1,1,-,25,149
dog clothes medium girl clearance,9,345,40000,8,84,0,1,0,-,49,-
dog clothes xxs girl,119,237,2000,8,72,0,1,0,-,25,-
dog pjs,4796,1923,401,40,355,0,1,0,-,48,-
what do you mean,42,415,10000,16,28,0,0,1,-,-,186
dog strollers for small dogs cheap,111,222,2000,8,72,0,1,1,-,59,196
pet strollers,10033,1846,184,40,248,0,1,0,-,51,-
pet gear strollers for dogs,678,227,335,8,49,0,1,0,-,38,-
dog puzzles for smart dogs,1376,600,436,16,357,0,0,1,-,-,60
wireless dog fence,6757,6757,1000,136,278,0,1,0,-,28,-
dog fence wireless,4881,4549,932,104,269,0,1,0,-,49,-
greenies for cats,134590,18035,134,312,162,0,1,0,-,46,-
girl dog birthday,44,884,20000,24,320,0,1,0,-,49,-
dog birthday party supplies,844,6755,8000,184,373,0,0,1,-,-,235
indoor puppy playpen,278,266,958,8,84,0,1,0,-,37,-
portable puppy playpen,959,561,585,16,289,0,1,0,-,62,-
pet steps for large dogs,364,2548,7000,80,314,0,1,1,-,59,274
pet steps for small dogs for tall beds,1511,287,190,8,369,0,1,0,-,63,-
loss of dog memorial gifts,206,206,1000,8,300,0,1,0,-,46,-
puzzle dog food bowl large,489,404,826,8,378,0,0,1,-,-,251
aquatic turtle food,8740,2552,292,56,252,0,1,0,-,63,-
box turtle food,9564,2391,250,56,201,0,1,0,-,49,-
smart pet snuggle puppy,2432,462,190,8,164,0,1,0,-,19,-
double dog stroller,6122,1408,230,32,206,0,1,0,-,35,-
dog stroller for large dogs,3180,2547,801,56,395,0,1,1,-,24,231
dog stroller for 2 dogs,1694,893,527,24,81,0,1,0,-,48,-
xxs dog sweater,873,454,520,8,324,0,1,0,-,75,-
dog stairs for couch,3947,888,225,16,276,0,1,0,-,58,-
pet stairs for high beds,11144,3243,291,72,254,0,1,0,-,53,-
chihuahua clothes boy,489,489,1000,8,387,0,1,0,-,49,-
teacup yorkie accessories,426,264,620,8,144,0,1,0,-,24,-
yorkie clothes for girls,305,305,1000,8,84,0,0,1,-,-,38
kong xsmall dog toys,1184,437,369,8,140,0,0,1,-,-,220
couples shirts for him and her,563,1689,3000,40,343,0,0,1,-,-,275
boxer dog gifts for women,685,509,743,8,370,0,1,0,-,1,-
large cooling mat for dogs,329,329,1000,8,394,0,1,0,-,56,-
cooling mat for dogs large,1768,1430,809,32,372,0,1,0,-,63,-
plastic baby pool,5880,11760,2000,216,508,0,1,0,-,54,-
educational dog toys treat dispenser,728,268,368,8,252,0,1,0,-,14,-
his favorite her favorite stickers,5341,219,41,8,138,0,0,1,-,-,133
dog and owner matching outfits,2016,506,251,8,84,0,1,1,-,15,88
dog and owner matching clothes,373,373,1000,8,68,0,1,1,-,60,107
cute matching couple stuff,110,329,3000,8,84,0,0,1,-,-,100
hamster cage accessories,1563,3126,2000,72,443,0,1,0,-,37,-
dog cage large dogs,3925,11775,3000,216,310,0,0,1,-,-,186
funny valentines dvd,798,305,382,8,45,0,1,0,-,35,-
pet n shape dog treats,5142,1846,359,40,232,0,1,0,-,36,-
cat stress relief collar,376,206,548,8,131,0,1,0,-,16,-
amazon discount warehouse,30,298,10000,8,72,0,0,1,-,-,132
english bulldog gifts,747,747,1000,16,302,0,1,0,-,25,-
dog mom gifts for women,143,1432,10000,40,446,0,1,0,-,24,-
small pet teepee,1029,431,419,8,325,0,1,1,-,39,31
pet teepee tent,1634,371,227,8,270,0,1,1,-,51,194
dog houses for medium dogs outdoor,51,506,10000,16,83,0,1,0,-,83,-
cool expensive stuff,24,212,9000,8,95,0,0,1,-,-,300
ifetch balls small,2062,435,211,8,53,0,0,1,-,-,49
extra large dog feeding mat,146,292,2000,8,355,0,1,0,-,36,-
dog crate for puppy training,115,229,2000,8,149,0,0,1,-,-,153
dog bowls for girl dogs,104,207,2000,8,263,0,1,1,-,8,198
ferret food bowl,1666,953,572,24,294,0,1,0,-,49,-
large ferret cage,228,455,2000,8,339,0,1,0,-,59,-
hebrew national hot dogs,328944,5921,18,128,0,0,0,1,-,-,32
busy bones dog treats,1966,1915,974,40,276,0,1,0,-,49,-
nutrisource dog food,27939,5951,213,128,248,0,1,0,-,59,-
nutrisource dog treats,9842,561,57,16,68,0,1,0,-,24,-
lost pet memorial,146,292,2000,8,300,0,1,0,-,1,-
swimming pools for kids,3787,37873,10000,680,624,0,1,0,-,72,-
nudges grillers dog treats steak,1521,219,144,8,60,0,1,0,-,25,-
dog cookie jars for treats,570,350,614,8,101,0,1,0,-,40,-
nanny cams wireless with cell phone app two way audio,1505,477,317,8,81,0,0,1,-,-,145
pet sympathy gifts for dogs,675,675,1000,16,292,0,1,0,-,1,-
push gifts for new moms,559,559,1000,16,360,0,0,1,-,-,271
timed pet feeder cat,572,206,360,8,235,0,1,1,-,74,227
dog drinking bottle portable,398,259,651,8,400,0,1,0,-,38,-
security camera sticker,251,251,1000,8,360,0,0,1,-,-,230
weave poles dog agility,4532,494,109,8,79,0,1,0,-,13,-
dog agility course,2952,1349,457,32,203,0,1,0,-,63,-
dog agility set,737,595,807,16,257,0,1,0,-,27,-
cat treat ball,1432,1432,1000,32,310,0,0,1,-,-,120
roach killer indoor pet safe,5149,1936,376,40,286,0,1,0,-,73,-
large cat cages indoor,239,239,1000,8,312,0,0,1,-,-,206
outdoor cat cages enclosures,948,453,478,8,318,0,1,0,-,49,-
cat cages indoor large room for litter box,1357,460,339,8,302,0,1,0,-,62,-
indoor cat cages enclosures,866,427,493,8,286,0,1,0,-,60,-
funny dog costumes for small dogs,366,352,963,8,138,0,1,0,-,51,-
small dog stairs for bed,1293,384,297,8,313,0,1,0,-,40,-
small dog stairs for high beds,320,320,1000,8,84,0,0,1,-,-,136
4 step dog stairs for small dogs,364,364,1000,8,84,0,1,0,-,49,-
dog stairs for high beds small dogs,610,274,449,8,306,0,1,0,-,38,-
dog steps for high bed for small dogs,346,346,1000,8,372,0,0,1,-,-,200
double dog strollers for small dogs,416,252,606,8,84,0,1,0,-,61,-
nest cam outdoor security camera,670,406,606,8,114,0,0,1,-,-,198
kamtron wireless security camera,14717,1663,113,40,184,0,0,1,-,-,92
stroller basket organizer,377,272,721,8,103,0,0,1,-,-,233
large dog food dispenser automatic,371,371,1000,8,84,0,0,1,-,-,239
large cat cage enclosure,219,205,938,8,191,0,1,0,-,45,-
nothing but love pets,790,294,372,8,395,0,1,0,-,15,-
canine carry outs dog treats,20279,2251,111,48,99,0,1,0,-,4,-
french bulldog gifts,1272,3817,3000,88,349,0,1,0,-,38,-
kong dog toys tug of war,296,296,1000,8,296,0,1,0,-,13,-
outdoor nest cam,384,384,1000,8,450,0,0,1,-,-,287
nest cam outdoor,3526,2394,679,56,398,0,0,1,-,-,199
glucose monitor for dogs,2217,450,203,8,48,0,1,0,-,6,-
dog booties for large dogs,139,278,2000,8,405,0,1,0,-,49,-
dog sweatshirts for large dogs,203,203,1000,8,346,0,1,0,-,38,-
wireless pet camera,470,470,1000,8,425,0,1,0,-,9,-
wifi pet camera treat,1726,328,190,8,102,0,1,1,-,1,1
pet dog seat cover,44,264,6000,8,381,0,1,0,-,26,-
dog pajamas large breed,468,468,1000,8,306,0,1,1,-,62,196
portable dog water bottle,8218,2186,266,48,365,0,1,0,-,51,-
portable dog water dispenser,31339,5923,189,128,340,0,1,0,-,27,-
travel dog water dispenser,10103,4324,428,96,359,0,1,0,-,64,-
nest camera outdoor 2 pack,478,456,953,8,507,0,0,1,-,-,279
nest camera outdoor 3 pack,355,256,722,8,436,0,0,1,-,-,254
potty training dog crate,315,315,1000,8,161,0,1,0,-,69,-
nest outdoor camera wireless,403,345,857,8,440,0,0,1,-,-,269
pet tipi tent,935,348,372,8,181,0,1,0,-,39,-
b pet vet,414,414,1000,8,162,0,1,0,-,30,-
trixie pet products dog,214,214,1000,8,135,0,1,1,-,80,62
trixie pet products level 4,377,217,576,8,121,0,1,0,-,57,-
self cooling pet pad,388,215,554,8,335,0,1,0,-,69,-
pet puzzles for dogs,507,507,1000,8,386,0,0,1,-,-,125
food puzzles for dogs,943,886,940,16,425,0,0,1,-,-,138
have a new husband by friday,587,350,596,8,45,0,0,1,-,-,86
the nest camera,559,559,1000,16,120,0,0,1,-,-,229
the nest baby monitor,232,232,1000,8,120,0,0,1,-,-,296
outdoor nest camera,1794,1347,751,32,454,0,0,1,-,-,233
indoor nest camera,299,210,702,8,405,0,0,1,-,-,182
white nest camera,219,219,1000,8,114,0,0,1,-,-,280
nest camera 3 pack,704,441,626,8,168,0,0,1,-,-,280
nest outdoor camera 2 pack,541,507,938,8,487,0,0,1,-,-,214
video surveillance sticker,956,747,781,16,329,0,0,1,-,-,262
small dog electric fence wireless,381,381,1000,8,278,0,1,0,-,51,-
pet safe underground fence wire,684,219,320,8,168,0,1,0,-,66,-
wireless electric fence for dogs,2743,2186,797,48,263,0,1,0,-,63,-
electric fence for dogs wireless,492,492,1000,8,279,0,1,0,-,52,-
wireless electric dog fence system,508,316,622,8,287,0,1,0,-,76,-
empty gift baskets to fill,1604,1445,901,32,433,0,0,1,-,-,290
fitness snacks,252,252,1000,8,327,0,0,1,-,-,276
food puzzle toys for cats,1378,470,341,8,351,0,0,1,-,-,158
free wifi sticker,315,315,1000,8,266,0,0,1,-,-,219
stuff animal organizer storage,1687,1687,1000,40,368,0,0,1,-,-,266
fire helmet light mount,371,290,782,8,134,0,0,1,-,-,185
tennis ball thrower for dogs,9579,2682,280,64,259,0,1,1,-,50,130
tennis ball launcher for dogs,5437,3126,575,72,257,0,1,1,-,50,155
automatic tennis ball launcher for dogs,7275,953,131,24,248,0,1,1,-,61,34
automatic ball launcher for large dogs,1335,243,182,8,80,0,0,1,-,-,63
portable fence for dogs outdoor,329,329,1000,8,84,0,1,0,-,26,-
personalized dog memorial gifts,258,258,1000,8,287,0,1,0,-,57,-
personalized pet memorial gifts,184,368,2000,8,307,0,1,0,-,62,-
pet memorial gifts personalized,215,429,2000,8,329,0,1,0,-,46,-
pet water fountain large capacity,376,264,702,8,247,0,1,0,-,16,-
outdoor dog runs and kennels,418,418,1000,8,126,0,0,1,-,-,289
small dog clothes for girls clearance,7,272,40000,8,144,0,1,0,-,64,-
ibiyaya pet strollers,3352,600,179,16,31,0,1,0,-,22,-
pet strollers for small dogs,14574,3629,249,80,313,0,1,1,-,32,118
wireless dog fence for 2 dogs,251,247,983,8,247,0,1,0,-,40,-
wireless dog fence system,17397,11743,675,216,269,0,1,0,-,73,-
wireless dog fence collar,478,344,720,8,280,0,1,0,-,57,-
dog fence outdoor wireless,936,366,391,8,127,0,1,0,-,75,-
dog fence outdoor electric,251,251,1000,8,293,0,1,0,-,75,-
girl dog birthday hat,124,248,2000,8,285,0,1,0,-,38,-
girl dog birthday party supplies,135,269,2000,8,303,0,1,0,-,51,-
dog paw print kit,11535,3126,271,72,359,0,1,0,-,26,-
teacup chihuahua clothes xxs,311,311,1000,8,125,0,1,0,-,46,-
kong pet crate pad,457,300,657,8,84,0,0,1,-,-,193
pet stop collar,391,391,1000,8,335,0,1,0,-,36,-
pomeranian clothes,953,953,1000,24,406,0,0,1,-,-,245
royal canin,4324,4324,1000,96,185,0,1,0,-,75,-
ferret food bowl and water bottle,470,447,952,8,240,0,1,0,-,22,-
mini milk bones dog treats,7074,2186,309,48,254,0,1,0,-,62,-
personalized pet memorial stones for dogs,276,242,877,8,280,0,1,0,-,36,-
pet memorial stones personalized,788,378,480,8,261,0,1,0,-,69,-
small swimming pools for kids,122,1222,10000,40,578,0,1,0,-,15,-
best leash,14,406,30000,16,503,0,1,0,-,46,-
dog agility course equipment,687,217,316,8,149,0,1,0,-,63,-
cat treat ball dispenser,820,338,412,8,289,0,0,1,-,-,69
wine for cats,200,600,3000,16,408,0,1,0,-,71,-
his hers disney shirts,256,256,1000,8,79,0,0,1,-,-,250
nest camera indoor 3 pack,941,559,594,16,422,0,0,1,-,-,108
french bulldog gifts for women,376,376,1000,8,316,0,1,0,-,16,-
french bulldog gifts for men,465,437,940,8,84,0,0,1,-,-,214
cat laser toy automatic,19655,3479,177,80,273,0,1,0,-,61,-
newfoundland dog,425,425,1000,8,358,0,1,0,-,18,-
low fat dog treats,551,504,915,8,262,0,1,0,-,47,-
the nest camera baby,287,287,1000,8,396,0,0,1,-,-,212
fitness stickers,477,953,2000,24,329,0,0,1,-,-,254
wireless dog fence system for 2 dogs,8027,3620,451,80,290,0,1,0,-,42,-
royal canin puppy food,33057,12198,369,224,205,0,1,0,-,74,-
dog food for german shepherds,284,284,1000,8,189,0,0,1,-,-,218
indoor bunny cage,871,673,773,16,72,0,1,1,-,63,284
large bunny cage,77,385,5000,8,346,0,1,0,-,37,-
outdoor bunny cage,1008,492,488,8,71,0,0,1,-,-,181
bunny cage indoor,5459,4378,802,96,339,0,0,1,-,-,304
bunny cage accessories,900,810,900,16,322,0,0,1,-,-,264
bunny cage outdoor,1573,747,475,16,114,0,0,1,-,-,237
baby bunny food,338,675,2000,16,226,0,1,0,-,54,-
bunny food bowl,1003,295,294,8,350,0,1,0,-,70,-
bison jerky dog treats,427,401,939,8,124,0,1,0,-,28,-
royal canin puppy food boxer,1395,445,319,8,49,0,1,0,-,47,-
royal canin puppy food can,699,355,508,8,129,0,1,0,-,75,-
bacon dog treats,810,810,1000,16,320,0,1,0,-,68,-
what is safe mode,149,448,3000,8,559,0,0,1,-,-,101
ring app,166,1659,10000,48,94,0,0,1,-,-,194
dog games,313,3133,10000,96,388,0,1,1,-,69,298
pet hotel games,518,221,427,8,0,0,0,1,-,-,122
dog games for large dogs,110,220,2000,8,339,0,0,1,-,-,136
video chat device,442,884,2000,16,197,0,0,1,-,-,147
nest indoor camera,5125,3618,706,80,404,0,0,1,-,-,223
nest indoor camera 3 pack,1219,747,613,16,90,0,0,1,-,-,118
dog food games,53,211,4000,8,358,0,0,1,-,-,130
dog food automatic dispenser,207,207,1000,8,84,0,0,1,-,-,238
dog food ball dispenser,425,359,844,8,84,0,0,1,-,-,80
dog food cube,180,359,2000,8,79,0,0,1,-,-,59
paw print kit,11390,4909,431,112,348,0,1,0,-,35,-
pet paw print kit,4279,1609,376,40,296,0,1,0,-,75,-
home necessities,188,1690,9000,48,528,0,0,1,-,-,270
if found sticker,49,293,6000,8,81,0,0,1,-,-,106
my pet peed,23593,2548,108,56,158,0,1,0,-,58,-
one fur all,11,224,20000,8,210,0,0,1,-,-,174
web shooter,7658,3622,473,80,112,0,0,1,-,-,163
view your deal,47,468,10000,16,177,0,0,1,-,-,109
go cubes,119,953,8000,32,333,0,0,1,-,-,220
good and fun dog treats,8226,3126,380,72,287,0,1,0,-,42,-
review items,2,372,200000,16,81,0,0,1,-,-,291
full moon dog treats,4150,747,180,16,210,0,1,0,-,27,-
life alert,782,3126,4000,72,290,0,0,1,-,-,131
life nest,59,295,5000,8,30,0,0,1,-,-,166
must have gadgets,37,334,9000,8,384,0,0,1,-,-,226
hotels for dogs,30,209,7000,8,67,0,0,1,-,-,223
did you feed the dog,2173,2173,1000,48,169,0,1,1,-,16,15
send it,7,686,100000,24,433,0,0,1,-,-,268
dog house heater,886,886,1000,16,278,0,1,0,-,59,-
house training bells,598,366,612,8,72,0,1,0,-,34,-
security neck pouch,466,466,1000,8,214,0,1,0,-,46,-
security robot,2808,1432,510,32,114,0,1,0,-,55,-
palace pets,1222,1222,1000,24,139,0,1,0,-,24,-
per food storage container,1716,230,134,8,220,0,1,1,-,40,224
per hair remover for furniture,685,454,663,8,342,0,1,0,-,70,-
pet house,510,2550,5000,56,471,0,0,1,-,-,258
pet stroller,134813,26019,193,424,327,0,1,0,-,39,-
location tracker,2557,1913,748,40,317,0,1,0,-,84,-
little live pets bird,19304,4324,224,96,128,0,1,0,-,1,-
save our pets sticker,347,244,704,8,235,0,1,0,-,68,-
food dispensing dog toy,2335,1609,689,40,376,0,1,0,-,26,-
obstacle course for dogs,816,507,621,8,272,0,1,1,-,27,132
training gear,30,600,20000,16,473,0,0,1,-,-,288
training rewards dog treats,194,388,2000,8,118,0,1,0,-,28,-
science diet dog treats,2556,1930,755,40,227,0,1,0,-,25,-
box turtle,68,675,10000,24,322,0,1,0,-,51,-
live pets,2251,2251,1000,48,284,0,1,0,-,13,-
live pets puppy,33,233,7000,8,66,0,0,1,-,-,118
things for dogs,96,1928,20000,56,423,0,1,1,-,5,144
things for cats,135,1352,10000,40,384,0,1,0,-,61,-
memory jar,338,676,2000,16,348,0,0,1,-,-,129
blue wilderness dog treats,21634,3137,145,72,183,0,1,0,-,27,-
major ii bluetooth,1026,279,272,8,114,0,0,1,-,-,28
id rather be with my dog,68,271,4000,8,432,0,1,0,-,71,-
keep dogs off furniture,252,252,1000,8,264,0,1,1,-,39,134
keep dog out of litter box,445,238,535,8,261,0,1,0,-,51,-
keep dogs away,56,280,5000,8,287,0,0,1,-,-,189
keep pets off furniture,317,317,1000,8,265,0,1,1,-,69,189
radio chest harness,4138,1349,326,32,281,0,1,0,-,62,-
entertainment organizer,85,255,3000,8,399,0,0,1,-,-,170
fur real friends kitty,151,454,3000,8,26,0,0,1,-,-,64
fun feeder dog bowl,2003,673,336,16,381,0,0,1,-,-,292
talk box,3237,3237,1000,72,215,0,0,1,-,-,111
camera nest,125,249,2000,8,101,0,0,1,-,-,277
protection dog,5,204,40000,8,172,0,1,0,-,24,-
wireless fence for dogs,6112,5696,932,120,291,0,1,0,-,37,-
wireless fence,3531,3464,981,80,282,0,1,0,-,72,-
stuff for dogs,266,2396,9000,72,424,0,1,1,-,83,48
lost pet gifts,45,272,6000,8,308,0,1,0,-,37,-
male dog clothes,176,352,2000,8,438,0,1,0,-,39,-
hill science dog food,938,561,598,16,72,0,1,0,-,64,-
feed and go automatic pet feeder,1503,475,316,8,84,0,1,1,-,28,121
feed container,43,259,6000,8,54,0,0,1,-,-,304
feed the dog,51,509,10000,16,358,0,1,1,-,69,269
favorite pet carrier,357,233,653,8,143,0,1,0,-,9,-
perfect dog,4,416,100000,16,446,0,1,0,-,13,-
warning dog,52,364,7000,8,431,0,1,0,-,59,-
authority dog treats,2417,747,309,16,128,0,1,0,-,20,-
bin for dog toys,431,431,1000,8,431,0,0,1,-,-,273
senior litter,336,336,1000,8,128,0,1,0,-,64,-
fitness games,30,298,10000,8,82,0,0,1,-,-,282
fitness organizer,53,210,4000,8,33,0,0,1,-,-,266
outdoor dog house,1943,3886,2000,88,397,0,0,1,-,-,190
outdoor kennel,1093,2186,2000,48,367,0,0,1,-,-,293
fish accessories,50,446,9000,16,434,0,1,0,-,16,-
fish bowl,5241,15723,3000,272,295,0,1,0,-,64,-
fish house,1352,1352,1000,32,318,0,1,0,-,76,-
fish plants,450,1351,3000,32,397,0,1,0,-,27,-
core dog treats,1204,325,270,8,146,0,1,0,-,28,-
remote app,88,265,3000,8,225,0,0,1,-,-,283
remote iphone camera control,104,312,3000,8,458,0,0,1,-,-,120
enjoy pet,20,400,20000,16,221,0,1,0,-,2,-
hear doggy,1614,1349,836,32,130,0,0,1,-,-,106
hear doggy toys,621,366,589,8,54,0,0,1,-,-,84
led frisbee,5953,1661,279,40,239,0,1,0,-,35,-
pet enclosures for dogs,1011,374,370,8,84,0,1,0,-,7,-
pet jogger stroller,325,325,1000,8,114,0,1,0,-,34,-
pet life jacket,6879,1926,280,40,351,0,1,0,-,73,-
pet laser pointer,3532,1607,455,40,252,0,0,1,-,-,202
pet monitor camera,675,675,1000,16,414,0,1,1,-,1,8
pet ramp,14117,14117,1000,248,264,0,1,0,-,73,-
pet ramps for large dogs,447,392,877,8,196,0,1,0,-,50,-
pet remembrance gifts,673,1345,2000,32,358,0,1,0,-,1,-
pet rescue sticker,231,215,930,8,231,0,1,1,-,38,181
pet ramps for small dogs,6923,5691,822,120,306,0,1,0,-,52,-
pet zone,498,498,1000,8,150,0,1,0,-,40,-
royal canin puppy,4552,1607,353,40,222,0,1,0,-,50,-
connect toys,41,411,10000,16,380,0,0,1,-,-,190
basket dog bed,190,380,2000,8,84,0,0,1,-,-,136
diet dog treats,447,447,1000,8,316,0,1,0,-,64,-
gear cube,3698,747,202,16,314,0,0,1,-,-,111
motion picture money,286,1432,5000,32,136,0,0,1,-,-,198
monitor camera,120,2394,20000,72,607,0,0,1,-,-,253
vision cage accessories,1006,351,349,8,125,0,1,1,-,35,100
ball is life shirt,398,398,1000,8,129,0,0,1,-,-,233
highly digestible dog food,416,416,1000,8,72,0,0,1,-,-,274
fi outlet,231,231,1000,8,84,0,0,1,-,-,295
exercise kennel,289,289,1000,8,269,0,1,0,-,64,-
exercise pens for dogs,4381,2550,582,56,269,0,1,0,-,40,-
drop cam,509,509,1000,8,418,0,0,1,-,-,261
motorola video monitor,554,377,680,8,145,0,0,1,-,-,255
smart one dog food,246,246,1000,8,84,0,1,1,-,76,138
interactive dog,135,675,5000,16,384,0,0,1,-,-,211
interactive food dispensing dog toy,1526,951,623,24,377,0,0,1,-,-,264
interactive kitten toys,258,258,1000,8,394,0,1,0,-,13,-
interactive puppy,357,210,588,8,267,0,0,1,-,-,249
kong bear,2609,600,230,16,218,0,0,1,-,-,96
kong collar,6687,3143,470,72,377,0,0,1,-,-,297
kong refill,805,231,287,8,222,0,0,1,-,-,135
kong wubba,34538,5975,173,128,202,0,0,1,-,-,140
kong wubba dog toys,13027,1915,147,40,172,0,1,0,-,13,-
missing you already,46,461,10000,16,7,0,0,1,-,-,259
domestic robot,287,287,1000,8,68,0,0,1,-,-,62
mental toys for dogs,729,476,653,8,357,0,1,0,-,1,-
plastic kid pool,1348,6740,5000,136,386,0,1,0,-,30,-
plastic pool,8252,82524,10000,1128,451,0,1,0,-,62,-
gone home video game,512,315,615,8,90,0,0,1,-,-,190
wi camera,80,319,4000,8,103,0,0,1,-,-,201
funny dog tags,2278,1269,557,32,261,0,0,1,-,-,197
portable kennel,886,886,1000,16,375,0,1,0,-,73,-
heavy duty dog crate,20682,4550,220,104,299,0,1,0,-,56,-
zoom ball,2550,2550,1000,56,214,0,0,1,-,-,192
zoom o,64,445,7000,16,29,0,0,1,-,-,173
extreme dog fence,3276,1687,515,40,218,0,1,0,-,57,-
bird carrier,6435,4324,672,96,315,0,1,0,-,39,-
bird play stand,1046,951,909,24,310,0,1,0,-,28,-
bird travel cage,3885,2428,625,56,310,0,1,0,-,40,-
automatic fetch machine for dogs,3545,436,123,8,107,0,0,1,-,-,12
automatic water bowl for dogs,6739,5425,805,120,415,0,1,0,-,52,-
dogs with separation anxiety,104,208,2000,8,239,0,0,1,-,-,132
manner minder,69,276,4000,8,300,0,0,1,-,-,9
turkey dog treats,383,356,929,8,360,0,1,0,-,58,-
spot farms dog treats,8170,1152,141,24,166,0,1,0,-,14,-
natures recipe dog treats,293,259,885,8,72,0,1,0,-,37,-
dna for dogs,2982,507,170,8,96,0,1,0,-,42,-
dna my dog,675,675,1000,16,117,0,1,0,-,24,-
tennis trainer,2772,11086,4000,200,399,0,1,0,-,51,-
